Class	Survival	Name	Gender	Age group	Age	Siblings / Spouse aboard	Parents / Children aboard	Ticket number	Fare	Fare group	Cabin	Port of Embarkation	Boat	Destination
3	no	Pedersen, Mr. Olaf	male	unknown		0	0	345498	7.7750	10		Southampton		
3	no	Peduzzi, Mr. Joseph	male	unknown		0	0	A/5 2817	8.0500	10		Southampton		
3	no	Pekoniemi, Mr. Edvard	male	20 - 29	21	0	0	STON/O 2. 3101294	7.9250	10		Southampton		
3	no	Peltomaki, Mr. Nikolai Johannes	male	20 - 29	25	0	0	STON/O 2. 3101291	7.9250	10		Southampton		
3	no	Perkin, Mr. John Henry	male	20 - 29	22	0	0	A/5 21174	7.2500	10		Southampton		
3	yes	Persson, Mr. Ernst Ulrik	male	20 - 29	25	1	0	347083	7.7750	10		Southampton	15	
3	yes	Peter, Master. Michael J	male	unknown		1	1	2668	22.3583	20		Cherbourg	C	
3	yes	Peter, Miss. Anna	female	unknown		1	1	2668	22.3583	20	F E69	Cherbourg	D	
3	yes	Peter, Mrs. Catherine (Catherine Rizk)	female	unknown		0	2	2668	22.3583	20		Cherbourg	D	
3	no	Peters, Miss. Katie	female	unknown		0	0	330935	8.1375	10		Queenstown		
3	no	Petersen, Mr. Marius	male	20 - 29	24	0	0	342441	8.0500	10		Southampton		
3	no	Petranec, Miss. Matilda	female	20 - 29	28	0	0	349245	7.8958	10		Southampton		
3	no	Petroff, Mr. Nedelio	male	10 - 19	19	0	0	349212	7.8958	10		Southampton		
3	no	Petroff, Mr. Pastcho ("Pentcho")	male	unknown		0	0	349215	7.8958	10		Southampton		
3	no	Petterson, Mr. Johan Emil	male	20 - 29	25	1	0	347076	7.7750	10		Southampton		
3	no	Pettersson, Miss. Ellen Natalia	female	10 - 19	18	0	0	347087	7.7750	10		Southampton		
3	yes	Pickard, Mr. Berk (Berk Trembisky)	male	30 - 39	32	0	0	SOTON/O.Q. 392078	8.0500	10	E10	Southampton	9	
3	no	Plotcharsky, Mr. Vasil	male	unknown		0	0	349227	7.8958	10		Southampton		
3	no	Pokrnic, Mr. Mate	male	10 - 19	17	0	0	315095	8.6625	10		Southampton		
3	no	Pokrnic, Mr. Tome	male	20 - 29	24	0	0	315092	8.6625	10		Southampton		
3	no	Radeff, Mr. Alexander	male	unknown		0	0	349223	7.8958	10		Southampton		
3	no	Rasmussen, Mrs. (Lena Jacobsen Solvang)	female	unknown		0	0	65305	8.1125	10		Southampton		
3	no	Razi, Mr. Raihed	male	unknown		0	0	2629	7.2292	10		Cherbourg		
3	no	Reed, Mr. James George	male	unknown		0	0	362316	7.2500	10		Southampton		
3	no	Rekic, Mr. Tido	male	30 - 39	38	0	0	349249	7.8958	10		Southampton		
3	no	Reynolds, Mr. Harold J	male	20 - 29	21	0	0	342684	8.0500	10		Southampton		
3	no	Rice, Master. Albert	male	10 - 19	10	4	1	382652	29.1250	30		Queenstown		
3	no	Rice, Master. Arthur	male	0 - 9	4	4	1	382652	29.1250	30		Queenstown		
3	no	Rice, Master. Eric	male	0 - 9	7	4	1	382652	29.1250	30		Queenstown		
3	no	Rice, Master. Eugene	male	0 - 9	2	4	1	382652	29.1250	30		Queenstown		
3	no	Rice, Master. George Hugh	male	0 - 9	8	4	1	382652	29.1250	30		Queenstown		
3	no	Rice, Mrs. William (Margaret Norton)	female	30 - 39	39	0	5	382652	29.1250	30		Queenstown		
3	no	Riihivouri, Miss. Susanna Juhantytar "Sanni"	female	20 - 29	22	0	0	3101295	39.6875	40		Southampton		
3	no	Rintamaki, Mr. Matti	male	30 - 39	35	0	0	STON/O 2. 3101273	7.1250	10		Southampton		
3	yes	Riordan, Miss. Johanna "Hannah"	female	unknown		0	0	334915	7.7208	10		Queenstown	13	
3	no	Risien, Mr. Samuel Beard	male	unknown		0	0	364498	14.5000	10		Southampton		
3	no	Risien, Mrs. Samuel (Emma)	female	unknown		0	0	364498	14.5000	10		Southampton		
3	no	Robins, Mr. Alexander A	male	50 - 59	50	1	0	A/5. 3337	14.5000	10		Southampton		
3	no	Robins, Mrs. Alexander A (Grace Charity Laury)	female	40 - 49	47	1	0	A/5. 3337	14.5000	10		Southampton		
3	no	Rogers, Mr. William John	male	unknown		0	0	S.C./A.4. 23567	8.0500	10		Southampton		
3	no	Rommetvedt, Mr. Knud Paust	male	unknown		0	0	312993	7.7750	10		Southampton		
3	no	Rosblom, Miss. Salli Helena	female	0 - 9	2	1	1	370129	20.2125	20		Southampton		
3	no	Rosblom, Mr. Viktor Richard	male	10 - 19	18	1	1	370129	20.2125	20		Southampton		
3	no	Rosblom, Mrs. Viktor (Helena Wilhelmina)	female	40 - 49	41	0	2	370129	20.2125	20		Southampton		
3	yes	Roth, Miss. Sarah A	female	unknown		0	0	342712	8.0500	10		Southampton	C	
3	no	Rouse, Mr. Richard Henry	male	50 - 59	50	0	0	A/5 3594	8.0500	10		Southampton		
3	no	Rush, Mr. Alfred George John	male	10 - 19	16	0	0	A/4. 20589	8.0500	10		Southampton		
3	yes	Ryan, Mr. Edward	male	unknown		0	0	383162	7.7500	10		Queenstown	14	
3	no	Ryan, Mr. Patrick	male	unknown		0	0	371110	24.1500	20		Queenstown		
3	no	Saad, Mr. Amin	male	unknown		0	0	2671	7.2292	10		Cherbourg		
3	no	Saad, Mr. Khalil	male	20 - 29	25	0	0	2672	7.2250	10		Cherbourg		
3	no	Saade, Mr. Jean Nassr	male	unknown		0	0	2676	7.2250	10		Cherbourg		
3	no	Sadlier, Mr. Matthew	male	unknown		0	0	367655	7.7292	10		Queenstown		
3	no	Sadowitz, Mr. Harry	male	unknown		0	0	LP 1588	7.5750	10		Southampton		
3	no	Saether, Mr. Simon Sivertsen	male	30 - 39	38.5	0	0	SOTON/O.Q. 3101262	7.2500	10		Southampton		
3	no	Sage, Master. Thomas Henry	male	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Master. William Henry	male	10 - 19	14.5	8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Miss. Ada	female	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Miss. Constance Gladys	female	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Miss. Dorothy Edith "Dolly"	female	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Miss. Stella Anna	female	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Mr. Douglas Bullen	male	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Mr. Frederick	male	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Mr. George John Jr	male	unknown		8	2	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Mr. John George	male	unknown		1	9	CA. 2343	69.5500	70		Southampton		
3	no	Sage, Mrs. John (Annie Bullen)	female	unknown		1	9	CA. 2343	69.5500	70		Southampton		
3	no	Salander, Mr. Karl Johan	male	20 - 29	24	0	0	7266	9.3250	10		Southampton		
3	yes	Salkjelsvik, Miss. Anna Kristine	female	20 - 29	21	0	0	343120	7.6500	10		Southampton	C	
3	no	Salonen, Mr. Johan Werner	male	30 - 39	39	0	0	3101296	7.9250	10		Southampton		
3	no	Samaan, Mr. Elias	male	unknown		2	0	2662	21.6792	20		Cherbourg		
3	no	Samaan, Mr. Hanna	male	unknown		2	0	2662	21.6792	20		Cherbourg		
3	no	Samaan, Mr. Youssef	male	unknown		2	0	2662	21.6792	20		Cherbourg		
3	yes	Sandstrom, Miss. Beatrice Irene	female	0 - 9	1	1	1	PP 9549	16.7000	20	G6	Southampton	13	
3	yes	Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)	female	20 - 29	24	0	2	PP 9549	16.7000	20	G6	Southampton	13	
3	yes	Sandstrom, Miss. Marguerite Rut	female	0 - 9	4	1	1	PP 9549	16.7000	20	G6	Southampton	13	
3	yes	Sap, Mr. Julius	male	20 - 29	25	0	0	345768	9.5000	10		Southampton	11	
3	no	Saundercock, Mr. William Henry	male	20 - 29	20	0	0	A/5. 2151	8.0500	10		Southampton		
3	no	Sawyer, Mr. Frederick Charles	male	20 - 29	24.5	0	0	342826	8.0500	10		Southampton		
3	no	Scanlan, Mr. James	male	unknown		0	0	36209	7.7250	10		Queenstown		
3	no	Sdycoff, Mr. Todor	male	unknown		0	0	349222	7.8958	10		Southampton		
3	no	Shaughnessy, Mr. Patrick	male	unknown		0	0	370374	7.7500	10		Queenstown		
3	yes	Sheerlinck, Mr. Jan Baptist	male	20 - 29	29	0	0	345779	9.5000	10		Southampton	11	
3	no	Shellard, Mr. Frederick William	male	unknown		0	0	C.A. 6212	15.1000	20		Southampton		
3	yes	Shine, Miss. Ellen Natalia	female	unknown		0	0	330968	7.7792	10		Queenstown		
3	no	Shorney, Mr. Charles Joseph	male	unknown		0	0	374910	8.0500	10		Southampton		
3	no	Simmons, Mr. John	male	unknown		0	0	SOTON/OQ 392082	8.0500	10		Southampton		
3	no	Sirayanian, Mr. Orsen	male	20 - 29	22	0	0	2669	7.2292	10		Cherbourg		
3	no	Sirota, Mr. Maurice	male	unknown		0	0	392092	8.0500	10		Southampton		
3	no	Sivic, Mr. Husein	male	40 - 49	40	0	0	349251	7.8958	10		Southampton		
3	no	Sivola, Mr. Antti Wilhelm	male	20 - 29	21	0	0	STON/O 2. 3101280	7.9250	10		Southampton		
3	yes	Sjoblom, Miss. Anna Sofia	female	10 - 19	18	0	0	3101265	7.4958	10		Southampton	16	
3	no	Skoog, Master. Harald	male	0 - 9	4	3	2	347088	27.9000	30		Southampton		
3	no	Skoog, Master. Karl Thorsten	male	10 - 19	10	3	2	347088	27.9000	30		Southampton		
3	no	Skoog, Miss. Mabel	female	0 - 9	9	3	2	347088	27.9000	30		Southampton		
3	no	Skoog, Miss. Margit Elizabeth	female	0 - 9	2	3	2	347088	27.9000	30		Southampton		
3	no	Skoog, Mr. Wilhelm	male	40 - 49	40	1	4	347088	27.9000	30		Southampton		
3	no	Skoog, Mrs. William (Anna Bernhardina Karlsson)	female	40 - 49	45	1	4	347088	27.9000	30		Southampton		
3	no	Slabenoff, Mr. Petco	male	unknown		0	0	349214	7.8958	10		Southampton		
3	no	Slocovski, Mr. Selman Francis	male	unknown		0	0	SOTON/OQ 392086	8.0500	10		Southampton		
3	no	Smiljanic, Mr. Mile	male	unknown		0	0	315037	8.6625	10		Southampton		
3	no	Smith, Mr. Thomas	male	unknown		0	0	384461	7.7500	10		Queenstown		
3	yes	Smyth, Miss. Julia	female	unknown		0	0	335432	7.7333	10		Queenstown	13	
3	no	Soholt, Mr. Peter Andreas Lauritz Andersen	male	10 - 19	19	0	0	348124	7.6500	10	F G73	Southampton		
3	no	Somerton, Mr. Francis William	male	30 - 39	30	0	0	A.5. 18509	8.0500	10		Southampton		
3	no	Spector, Mr. Woolf	male	unknown		0	0	A.5. 3236	8.0500	10		Southampton		
3	no	Spinner, Mr. Henry John	male	30 - 39	32	0	0	STON/OQ. 369943	8.0500	10		Southampton		
3	no	Staneff, Mr. Ivan	male	unknown		0	0	349208	7.8958	10		Southampton		
3	no	Stankovic, Mr. Ivan	male	30 - 39	33	0	0	349239	8.6625	10		Cherbourg		
3	yes	Stanley, Miss. Amy Zillah Elsie	female	20 - 29	23	0	0	CA. 2314	7.5500	10		Southampton	C	
3	no	Stanley, Mr. Edward Roland	male	20 - 29	21	0	0	A/4 45380	8.0500	10		Southampton		
3	no	Storey, Mr. Thomas	male	60 - 69	60.5	0	0	3701				Southampton		
3	no	Stoytcheff, Mr. Ilia	male	10 - 19	19	0	0	349205	7.8958			Southampton		
3	no	Strandberg, Miss. Ida Sofia	female	20 - 29	22	0	0	7553	9.8375			Southampton		
3	yes	Stranden, Mr. Juho	male	30 - 39	31	0	0	STON/O 2. 3101288	7.9250			Southampton	9	
3	no	Strilic, Mr. Ivan	male	20 - 29	27	0	0	315083	8.6625			Southampton		
3	no	Strom, Miss. Telma Matilda	female	0 - 9	2	0	1	347054	10.4625		G6	Southampton		
3	no	Strom, Mrs. Wilhelm (Elna Matilda Persson)	female	20 - 29	29	1	1	347054	10.4625		G6	Southampton		
3	yes	Sunderland, Mr. Victor Francis	male	10 - 19	16	0	0	SOTON/OQ 392089	8.0500			Southampton	B	
3	yes	Sundman, Mr. Johan Julian	male	40 - 49	44	0	0	STON/O 2. 3101269	7.9250			Southampton	15	
3	no	Sutehall, Mr. Henry Jr	male	20 - 29	25	0	0	SOTON/OQ 392076	7.0500			Southampton		
3	no	Svensson, Mr. Johan	male	70 - 79	74	0	0	347060	7.7750			Southampton		
3	yes	Svensson, Mr. Johan Cervin	male	10 - 19	14	0	0	7538	9.2250			Southampton	13	
3	no	Svensson, Mr. Olof	male	20 - 29	24	0	0	350035	7.7958			Southampton		
3	yes	Tenglin, Mr. Gunnar Isidor	male	20 - 29	25	0	0	350033	7.7958			Southampton	13 15	
3	no	Theobald, Mr. Thomas Leonard	male	30 - 39	34	0	0	363294	8.0500			Southampton		
3	yes	Thomas, Master. Assad Alexander	male	0 - 9	0.4167	0	1	2625	8.5167			Cherbourg	16	
3	no	Thomas, Mr. Charles P	male	unknown		1	0	2621	6.4375			Cherbourg		
3	no	Thomas, Mr. John	male	unknown		0	0	2681	6.4375			Cherbourg		
3	no	Thomas, Mr. Tannous	male	unknown		0	0	2684	7.2250			Cherbourg		
3	yes	Thomas, Mrs. Alexander (Thamine "Thelma")	female	10 - 19	16	1	1	2625	8.5167			Cherbourg	14	
3	no	Thomson, Mr. Alexander Morrison	male	unknown		0	0	32302	8.0500			Southampton		
3	no	Thorneycroft, Mr. Percival	male	unknown		1	0	376564	16.1000			Southampton		
3	yes	Thorneycroft, Mrs. Percival (Florence Kate White)	female	unknown		1	0	376564	16.1000			Southampton	10	
3	no	Tikkanen, Mr. Juho	male	30 - 39	32	0	0	STON/O 2. 3101293	7.9250			Southampton		
3	no	Tobin, Mr. Roger	male	unknown		0	0	383121	7.7500		F38	Queenstown		
3	no	Todoroff, Mr. Lalio	male	unknown		0	0	349216	7.8958			Southampton		
3	no	Tomlin, Mr. Ernest Portage	male	30 - 39	30.5	0	0	364499	8.0500			Southampton		
3	no	Torber, Mr. Ernst William	male	40 - 49	44	0	0	364511	8.0500			Southampton		
3	no	Torfa, Mr. Assad	male	unknown		0	0	2673	7.2292			Cherbourg		
3	yes	Tornquist, Mr. William Henry	male	20 - 29	25	0	0	LINE	0.0000			Southampton	15	
3	no	Toufik, Mr. Nakli	male	unknown		0	0	2641	7.2292			Cherbourg		
3	yes	Touma, Master. Georges Youssef	male	0 - 9	7	1	1	2650	15.2458			Cherbourg	C	
3	yes	Touma, Miss. Maria Youssef	female	0 - 9	9	1	1	2650	15.2458			Cherbourg	C	
3	yes	Touma, Mrs. Darwis (Hanne Youssef Razi)	female	20 - 29	29	0	2	2650	15.2458			Cherbourg	C	
3	no	Turcin, Mr. Stjepan	male	30 - 39	36	0	0	349247	7.8958			Southampton		
3	yes	Turja, Miss. Anna Sofia	female	10 - 19	18	0	0	4138	9.8417			Southampton	15	
3	yes	Turkula, Mrs. (Hedwig)	female	60 - 69	63	0	0	4134	9.5875			Southampton	15	
3	no	van Billiard, Master. James William	male	unknown		1	1	A/5. 851	14.5000			Southampton		
3	no	van Billiard, Master. Walter John	male	10 - 19	11.5	1	1	A/5. 851	14.5000			Southampton		
3	no	van Billiard, Mr. Austin Blyler	male	40 - 49	40.5	0	2	A/5. 851	14.5000			Southampton		
3	no	Van Impe, Miss. Catharina	female	10 - 19	10	0	2	345773	24.1500			Southampton		
3	no	Van Impe, Mr. Jean Baptiste	male	30 - 39	36	1	1	345773	24.1500			Southampton		
3	no	Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)	female	30 - 39	30	1	1	345773	24.1500			Southampton		
3	no	van Melkebeke, Mr. Philemon	male	unknown		0	0	345777	9.5000			Southampton		
3	no	Vande Velde, Mr. Johannes Joseph	male	30 - 39	33	0	0	345780	9.5000			Southampton		
3	no	Vande Walle, Mr. Nestor Cyriel	male	20 - 29	28	0	0	345770	9.5000			Southampton		
3	no	Vanden Steen, Mr. Leo Peter	male	20 - 29	28	0	0	345783	9.5000			Southampton		
3	no	Vander Cruyssen, Mr. Victor	male	40 - 49	47	0	0	345765	9.0000			Southampton		
3	no	Vander Planke, Miss. Augusta Maria	female	10 - 19	18	2	0	345764	18.0000			Southampton		
3	no	Vander Planke, Mr. Julius	male	30 - 39	31	3	0	345763	18.0000			Southampton		
3	no	Vander Planke, Mr. Leo Edmondus	male	10 - 19	16	2	0	345764	18.0000			Southampton		
3	no	Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)	female	30 - 39	31	1	0	345763	18.0000			Southampton		
3	yes	Vartanian, Mr. David	male	20 - 29	22	0	0	2658	7.2250			Cherbourg	13 15	
3	no	Vendel, Mr. Olof Edvin	male	20 - 29	20	0	0	350416	7.8542			Southampton		
3	no	Vestrom, Miss. Hulda Amanda Adolfina	female	10 - 19	14	0	0	350406	7.8542			Southampton		
3	no	Vovk, Mr. Janko	male	20 - 29	22	0	0	349252	7.8958			Southampton		
3	no	Waelens, Mr. Achille	male	20 - 29	22	0	0	345767	9.0000			Southampton		Antwerp, Belgium / Stanton, OH
3	no	Ware, Mr. Frederick	male	unknown		0	0	359309	8.0500			Southampton		
3	no	Warren, Mr. Charles William	male	unknown		0	0	C.A. 49867	7.5500			Southampton		
3	no	Webber, Mr. James	male	unknown		0	0	SOTON/OQ 3101316	8.0500			Southampton		
3	no	Wenzel, Mr. Linhart	male	30 - 39	32.5	0	0	345775	9.5000			Southampton		
3	yes	Whabee, Mrs. George Joseph (Shawneene Abi-Saab)	female	30 - 39	38	0	0	2688	7.2292			Cherbourg	C	
3	no	Widegren, Mr. Carl/Charles Peter	male	50 - 59	51	0	0	347064	7.7500			Southampton		
3	no	Wiklund, Mr. Jakob Alfred	male	10 - 19	18	1	0	3101267	6.4958			Southampton		
3	no	Wiklund, Mr. Karl Johan	male	20 - 29	21	1	0	3101266	6.4958			Southampton		
3	yes	Wilkes, Mrs. James (Ellen Needs)	female	40 - 49	47	1	0	363272	7.0000			Southampton		
3	no	Willer, Mr. Aaron ("Abi Weller")	male	unknown		0	0	3410	8.7125			Southampton		
3	no	Willey, Mr. Edward	male	unknown		0	0	S.O./P.P. 751	7.5500			Southampton		
3	no	Williams, Mr. Howard Hugh "Harry"	male	unknown		0	0	A/5 2466	8.0500			Southampton		
3	no	Williams, Mr. Leslie	male	20 - 29	28.5	0	0	54636	16.1000			Southampton		
3	no	Windelov, Mr. Einar	male	20 - 29	21	0	0	SOTON/OQ 3101317	7.2500			Southampton		
3	no	Wirz, Mr. Albert	male	20 - 29	27	0	0	315154	8.6625			Southampton		
3	no	Wiseman, Mr. Phillippe	male	unknown		0	0	A/4. 34244	7.2500			Southampton		
3	no	Wittevrongel, Mr. Camille	male	30 - 39	36	0	0	345771	9.5000			Southampton		
3	no	Yasbeck, Mr. Antoni	male	20 - 29	27	1	0	2659	14.4542			Cherbourg	C	
3	yes	Yasbeck, Mrs. Antoni (Selini Alexander)	female	10 - 19	15	1	0	2659	14.4542			Cherbourg		
3	no	Youseff, Mr. Gerious	male	40 - 49	45.5	0	0	2628	7.2250			Cherbourg		
3	no	Yousif, Mr. Wazli	male	unknown		0	0	2647	7.2250			Cherbourg		
3	no	Yousseff, Mr. Gerious	male	unknown		0	0	2627	14.4583			Cherbourg		
3	no	Zabour, Miss. Hileni	female	10 - 19	14.5	1	0	2665	14.4542			Cherbourg		
3	no	Zabour, Miss. Thamine	female	unknown		1	0	2665	14.4542			Cherbourg		
3	no	Zakarian, Mr. Mapriededer	male	20 - 29	26.5	0	0	2656	7.2250			Cherbourg		
3	no	Zakarian, Mr. Ortin	male	20 - 29	27	0	0	2670	7.2250			Cherbourg		
3	no	Zimmerman, Mr. Leo	male	20 - 29	29	0	0	315082	7.8750			Southampton		
