year	state	state_po	state_fips	state_cen	state_ic	office	candidate	party	main parties	writein	candidatevotes	totalvotes	version
1984	Hawaii	HI	15	95	82	US President	Reagan, Ronald	republican	republican	FALSE	185050	335846	20171015
1988	Hawaii	HI	15	95	82	US President	Bush, George H.W.	republican	republican	FALSE	158625	354461	20171015
1992	Hawaii	HI	15	95	82	US President	Bush, George H.W.	republican	republican	FALSE	136822	372842	20171015
1996	Hawaii	HI	15	95	82	US President	Dole, Robert	republican	republican	FALSE	113943	360120	20171015
2000	Hawaii	HI	15	95	82	US President	Bush, George W.	republican	republican	FALSE	137845	367951	20171015
2004	Hawaii	HI	15	95	82	US President	Bush, George W.	republican	republican	FALSE	194191	429013	20171015
2008	Hawaii	HI	15	95	82	US President	McCain, John	republican	republican	FALSE	120566	456064	20171015
2012	Hawaii	HI	15	95	82	US President	Romney, Mitt	republican	republican	FALSE	121015	437159	20171015
2016	Hawaii	HI	15	95	82	US President	Trump, Donald J.	republican	republican	FALSE	128847	437664	20171015
1976	Hawaii	HI	15	95	82	US President	Macbride, Roger	libertarian	other	FALSE	3923	291301	20171015
1980	Hawaii	HI	15	95	82	US President	Anderson, John B.	independent	other	FALSE	32021	303287	20171015
1980	Hawaii	HI	15	95	82	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	3269	303287	20171015
1980	Hawaii	HI	15	95	82	US President	Commoner, Barry	citizens	other	FALSE	1548	303287	20171015
1980	Hawaii	HI	15	95	82	US President	Hall, Gus	communist party use	other	FALSE	458	303287	20171015
1984	Hawaii	HI	15	95	82	US President	Bergland, David	libertarian	other	FALSE	2167	335846	20171015
1984	Hawaii	HI	15	95	82	US President	Hall, Gus	communist party use	other	FALSE	821	335846	20171015
1984	Hawaii	HI	15	95	82	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	654	335846	20171015
1988	Hawaii	HI	15	95	82	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	1999	354461	20171015
1988	Hawaii	HI	15	95	82	US President	Fulani, Lenora	no party affiliation	other	FALSE	1003	354461	20171015
1988	Hawaii	HI	15	95	82	US President	Larouche, Lyndon, Jr.	national economic recovery	other	FALSE	470	354461	20171015
1992	Hawaii	HI	15	95	82	US President	Perot, Ross	independent	other	FALSE	53003	372842	20171015
1992	Hawaii	HI	15	95	82	US President	Gritz, James \\"Bo\"\""	independent	other	FALSE	1452	372842	20171015
1992	Hawaii	HI	15	95	82	US President	Marrou, Andre	libertarian	other	FALSE	1119	372842	20171015
1992	Hawaii	HI	15	95	82	US President	Fulani, Lenora	new alliance	other	FALSE	720	372842	20171015
1992	Hawaii	HI	15	95	82	US President	Hagelin, John	natural law	other	FALSE	416	372842	20171015
1996	Hawaii	HI	15	95	82	US President	Perot, Ross	reform party	other	FALSE	27358	360120	20171015
1996	Hawaii	HI	15	95	82	US President	Nader, Ralph	green	other	FALSE	10386	360120	20171015
1996	Hawaii	HI	15	95	82	US President	Browne, Harry	libertarian	other	FALSE	2493	360120	20171015
1996	Hawaii	HI	15	95	82	US President	Hagelin, John	natural law	other	FALSE	570	360120	20171015
1996	Hawaii	HI	15	95	82	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	358	360120	20171015
2000	Hawaii	HI	15	95	82	US President	Nader, Ralph	green	other	FALSE	21623	367951	20171015
2000	Hawaii	HI	15	95	82	US President	Browne, Harry	libertarian	other	FALSE	1477	367951	20171015
2000	Hawaii	HI	15	95	82	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	1071	367951	20171015
2000	Hawaii	HI	15	95	82	US President	Phillips, Howard	constitution party	other	FALSE	343	367951	20171015
2000	Hawaii	HI	15	95	82	US President	Hagelin, John	natural law	other	FALSE	306	367951	20171015
2004	Hawaii	HI	15	95	82	US President	Cobb, David	green	other	FALSE	1737	429013	20171015
2004	Hawaii	HI	15	95	82	US President	Badnarik, Michael	libertarian	other	FALSE	1377	429013	20171015
2008	Hawaii	HI	15	95	82	US President	Nader, Ralph	independent	other	FALSE	3825	456064	20171015
2008	Hawaii	HI	15	95	82	US President	Blank Vote		other	FALSE	2193	456064	20171015
2008	Hawaii	HI	15	95	82	US President	Barr, Bob	libertarian	other	FALSE	1314	456064	20171015
2008	Hawaii	HI	15	95	82	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	1013	456064	20171015
2008	Hawaii	HI	15	95	82	US President	McKinney, Cynthia	green	other	FALSE	979	456064	20171015
2008	Hawaii	HI	15	95	82	US President	Over Vote		other	FALSE	303	456064	20171015
2012	Hawaii	HI	15	95	82	US President	Johnson, Gary	libertarian	other	FALSE	3840	437159	20171015
2012	Hawaii	HI	15	95	82	US President	Stein, Jill	green	other	FALSE	3184	437159	20171015
2012	Hawaii	HI	15	95	82	US President	Blank Vote		other	FALSE	2227	437159	20171015
2012	Hawaii	HI	15	95	82	US President	Over Vote		other	FALSE	235	437159	20171015
2016	Hawaii	HI	15	95	82	US President	Johnson, Gary	libertarian	other	FALSE	15954	437664	20171015
2016	Hawaii	HI	15	95	82	US President	Stein, Jill	green	other	FALSE	12737	437664	20171015
2016	Hawaii	HI	15	95	82	US President	Blank Vote		other	FALSE	8289	437664	20171015
2016	Hawaii	HI	15	95	82	US President	Castle, Darrell L.	constitution party	other	FALSE	4508	437664	20171015
2016	Hawaii	HI	15	95	82	US President	Over Vote		other	FALSE	438	437664	20171015
1976	Idaho	ID	16	82	63	US President	Carter, Jimmy	democrat	democrat	FALSE	126549	340932	20171015
1980	Idaho	ID	16	82	63	US President	Carter, Jimmy	democrat	democrat	FALSE	110192	437431	20171015
1984	Idaho	ID	16	82	63	US President	Mondale, Walter	democrat	democrat	FALSE	108510	411144	20171015
1988	Idaho	ID	16	82	63	US President	Dukakis, Michael	democrat	democrat	FALSE	147272	408968	20171015
1992	Idaho	ID	16	82	63	US President	Clinton, Bill	democrat	democrat	FALSE	137013	482114	20171015
1996	Idaho	ID	16	82	63	US President	Clinton, Bill	democrat	democrat	FALSE	165443	491711	20171015
2000	Idaho	ID	16	82	63	US President	Gore, Al	democrat	democrat	FALSE	138637	501615	20171015
2004	Idaho	ID	16	82	63	US President	Kerry, John	democrat	democrat	FALSE	181098	598376	20171015
2008	Idaho	ID	16	82	63	US President	Obama, Barack H.	democrat	democrat	FALSE	236440	655122	20171015
2012	Idaho	ID	16	82	63	US President	Obama, Barack H.	democrat	democrat	FALSE	212787	652274	20171015
2016	Idaho	ID	16	82	63	US President	Clinton, Hillary	democrat	democrat	FALSE	189765	690255	20171015
1976	Idaho	ID	16	82	63	US President	Ford, Gerald	republican	republican	FALSE	204151	340932	20171015
1980	Idaho	ID	16	82	63	US President	Reagan, Ronald	republican	republican	FALSE	290699	437431	20171015
1984	Idaho	ID	16	82	63	US President	Reagan, Ronald	republican	republican	FALSE	297523	411144	20171015
1988	Idaho	ID	16	82	63	US President	Bush, George H.W.	republican	republican	FALSE	253881	408968	20171015
1992	Idaho	ID	16	82	63	US President	Bush, George H.W.	republican	republican	FALSE	202645	482114	20171015
1996	Idaho	ID	16	82	63	US President	Dole, Robert	republican	republican	FALSE	256595	491711	20171015
2000	Idaho	ID	16	82	63	US President	Bush, George W.	republican	republican	FALSE	336937	501615	20171015
2004	Idaho	ID	16	82	63	US President	Bush, George W.	republican	republican	FALSE	409235	598376	20171015
2008	Idaho	ID	16	82	63	US President	McCain, John	republican	republican	FALSE	403012	655122	20171015
2012	Idaho	ID	16	82	63	US President	Romney, Mitt	republican	republican	FALSE	420911	652274	20171015
2016	Idaho	ID	16	82	63	US President	Trump, Donald J.	republican	republican	FALSE	409055	690255	20171015
1976	Idaho	ID	16	82	63	US President	Maddox, Lester	american	other	FALSE	5935	340932	20171015
1976	Idaho	ID	16	82	63	US President	Macbride, Roger	libertarian	other	FALSE	3558	340932	20171015
1976	Idaho	ID	16	82	63	US President	Larouche, Lyndon, Jr.	u.s. labor	other	FALSE	739	340932	20171015
1980	Idaho	ID	16	82	63	US President	Anderson, John B.	independent	other	FALSE	27058	437431	20171015
1980	Idaho	ID	16	82	63	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	8425	437431	20171015
1980	Idaho	ID	16	82	63	US President	Rarick, John	american independent party	other	FALSE	1057	437431	20171015
1984	Idaho	ID	16	82	63	US President	Bergland, David	libertarian	other	FALSE	2823	411144	20171015
1984	Idaho	ID	16	82	63	US President	Richards, Bob	populist	other	FALSE	2288	411144	20171015
1988	Idaho	ID	16	82	63	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	5313	408968	20171015
1988	Idaho	ID	16	82	63	US President	Fulani, Lenora	independent	other	FALSE	2502	408968	20171015
1992	Idaho	ID	16	82	63	US President	Perot, Ross	independent	other	FALSE	130395	482114	20171015
1992	Idaho	ID	16	82	63	US President	Gritz, James \\"Bo\"\""	independent	other	FALSE	10894	482114	20171015
1992	Idaho	ID	16	82	63	US President	Marrou, Andre	libertarian	other	FALSE	1167	482114	20171015
1996	Idaho	ID	16	82	63	US President	Perot, Ross	reform party	other	FALSE	62518	491711	20171015
1996	Idaho	ID	16	82	63	US President	Browne, Harry	libertarian	other	FALSE	3325	491711	20171015
1996	Idaho	ID	16	82	63	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	2230	491711	20171015
1996	Idaho	ID	16	82	63	US President	Hagelin, John	natural law	other	FALSE	1600	491711	20171015
2000	Idaho	ID	16	82	63	US President	Nader, Ralph	green	other	TRUE	12292	501615	20171015
2000	Idaho	ID	16	82	63	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	7615	501615	20171015
2000	Idaho	ID	16	82	63	US President	Browne, Harry	libertarian	other	FALSE	3488	501615	20171015
2000	Idaho	ID	16	82	63	US President	Phillips, Howard	constitution party	other	FALSE	1469	501615	20171015
2000	Idaho	ID	16	82	63	US President	Hagelin, John	natural law	other	FALSE	1177	501615	20171015
2004	Idaho	ID	16	82	63	US President	Badnarik, Michael	libertarian	other	FALSE	3844	598376	20171015
2004	Idaho	ID	16	82	63	US President	Peroutka, Michael	constitution party	other	FALSE	3084	598376	20171015
2004	Idaho	ID	16	82	63	US President	Nader, Ralph	independent	other	FALSE	1115	598376	20171015
2008	Idaho	ID	16	82	63	US President	Nader, Ralph	independent	other	FALSE	7175	655122	20171015
2008	Idaho	ID	16	82	63	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	4747	655122	20171015
2008	Idaho	ID	16	82	63	US President	Barr, Bob	libertarian	other	FALSE	3658	655122	20171015
2008	Idaho	ID	16	82	63	US President			other	TRUE	90	655122	20171015
2012	Idaho	ID	16	82	63	US President	Johnson, Gary	libertarian	other	FALSE	9453	652274	20171015
2012	Idaho	ID	16	82	63	US President		independent	other	FALSE	6901	652274	20171015
2012	Idaho	ID	16	82	63	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	2222	652274	20171015
2016	Idaho	ID	16	82	63	US President	McMullin, Evan	independent	other	FALSE	60748	690255	20171015
2016	Idaho	ID	16	82	63	US President	Johnson, Gary	libertarian	other	FALSE	28331	690255	20171015
2016	Idaho	ID	16	82	63	US President	Castle, Darrell L.	constitution party	other	FALSE	2356	690255	20171015
1976	Illinois	IL	17	33	21	US President	Carter, Jimmy	democrat	democrat	FALSE	2271295	4721282	20171015
1980	Illinois	IL	17	33	21	US President	Carter, Jimmy	democrat	democrat	FALSE	1981413	4749721	20171015
1984	Illinois	IL	17	33	21	US President	Mondale, Walter	democrat	democrat	FALSE	2086499	4819088	20171015
1988	Illinois	IL	17	33	21	US President	Dukakis, Michael	democrat	democrat	FALSE	2215940	4559120	20171015
1992	Illinois	IL	17	33	21	US President	Clinton, Bill	democrat	democrat	FALSE	2453350	5050157	20171015
1996	Illinois	IL	17	33	21	US President	Clinton, Bill	democrat	democrat	FALSE	2341744	4311391	20171015
2000	Illinois	IL	17	33	21	US President	Gore, Al	democrat	democrat	FALSE	2589026	4742108	20171015
2004	Illinois	IL	17	33	21	US President	Kerry, John	democrat	democrat	FALSE	2891550	5274322	20171015
2008	Illinois	IL	17	33	21	US President	Obama, Barack H.	democrat	democrat	FALSE	3419348	5522371	20171015
2012	Illinois	IL	17	33	21	US President	Obama, Barack H.	democrat	democrat	FALSE	3019512	5242014	20171015
2016	Illinois	IL	17	33	21	US President	Clinton, Hillary	democrat	democrat	FALSE	3090729	5536424	20171015
1976	Illinois	IL	17	33	21	US President	Ford, Gerald	republican	republican	FALSE	2364269	4721282	20171015
1980	Illinois	IL	17	33	21	US President	Reagan, Ronald	republican	republican	FALSE	2358049	4749721	20171015
1984	Illinois	IL	17	33	21	US President	Reagan, Ronald	republican	republican	FALSE	2707103	4819088	20171015
1988	Illinois	IL	17	33	21	US President	Bush, George H.W.	republican	republican	FALSE	2310939	4559120	20171015
1992	Illinois	IL	17	33	21	US President	Bush, George H.W.	republican	republican	FALSE	1734096	5050157	20171015
1996	Illinois	IL	17	33	21	US President	Dole, Robert	republican	republican	FALSE	1587021	4311391	20171015
2000	Illinois	IL	17	33	21	US President	Bush, George W.	republican	republican	FALSE	2019421	4742108	20171015
2004	Illinois	IL	17	33	21	US President	Bush, George W.	republican	republican	FALSE	2345946	5274322	20171015
2008	Illinois	IL	17	33	21	US President	McCain, John	republican	republican	FALSE	2031179	5522371	20171015
2012	Illinois	IL	17	33	21	US President	Romney, Mitt	republican	republican	FALSE	2135216	5242014	20171015
2016	Illinois	IL	17	33	21	US President	Trump, Donald J.	republican	republican	FALSE	2146015	5536424	20171015
1976	Illinois	IL	17	33	21	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	55939	4721282	20171015
1976	Illinois	IL	17	33	21	US President	Hall, Gus	communist party use	other	FALSE	9250	4721282	20171015
1976	Illinois	IL	17	33	21	US President	Macbride, Roger	libertarian	other	FALSE	8057	4721282	20171015
1976	Illinois	IL	17	33	21	US President			other	TRUE	4417	4721282	20171015
1976	Illinois	IL	17	33	21	US President	Camejo, Peter	socialist workers	other	FALSE	3615	4721282	20171015
1976	Illinois	IL	17	33	21	US President	Julius \\"Jules\"\", Levin"	socialist labor	other	FALSE	2422	4721282	20171015
1976	Illinois	IL	17	33	21	US President	Larouche, Lyndon, Jr.	u.s. labor	other	FALSE	2018	4721282	20171015
1980	Illinois	IL	17	33	21	US President	Anderson, John B.	independent	other	FALSE	346754	4749721	20171015
1980	Illinois	IL	17	33	21	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	38939	4749721	20171015
1980	Illinois	IL	17	33	21	US President	Commoner, Barry	citizens	other	FALSE	10692	4749721	20171015
1980	Illinois	IL	17	33	21	US President	Hall, Gus	communist party use	other	FALSE	9711	4749721	20171015
1980	Illinois	IL	17	33	21	US President	Griswold, Deirdre	workers world	other	FALSE	2257	4749721	20171015
1980	Illinois	IL	17	33	21	US President	Deberry, Clifton	socialist workers	other	FALSE	1302	4749721	20171015
1980	Illinois	IL	17	33	21	US President			other	TRUE	604	4749721	20171015
1984	Illinois	IL	17	33	21	US President	Bergland, David	libertarian	other	FALSE	10086	4819088	20171015
1984	Illinois	IL	17	33	21	US President	Hall, Gus	communist party use	other	FALSE	4672	4819088	20171015
1984	Illinois	IL	17	33	21	US President	Johnson, Sonia	citizens	other	FALSE	2716	4819088	20171015
1984	Illinois	IL	17	33	21	US President	Winn, Edward	workers league	other	FALSE	2632	4819088	20171015
1984	Illinois	IL	17	33	21	US President	Serrette, Dennis	alliance	other	FALSE	2386	4819088	20171015
1984	Illinois	IL	17	33	21	US President	Mason, Melvin	socialist workers	other	FALSE	2132	4819088	20171015
1984	Illinois	IL	17	33	21	US President	Other		other	FALSE	862	4819088	20171015
1988	Illinois	IL	17	33	21	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	14944	4559120	20171015
1988	Illinois	IL	17	33	21	US President	Fulani, Lenora	solidarity	other	FALSE	10276	4559120	20171015
1988	Illinois	IL	17	33	21	US President	Winn, Edward	independent	other	FALSE	7021	4559120	20171015
1992	Illinois	IL	17	33	21	US President	Perot, Ross	independent	other	FALSE	840515	5050157	20171015
1992	Illinois	IL	17	33	21	US President	Marrou, Andre	libertarian	other	FALSE	9218	5050157	20171015
1992	Illinois	IL	17	33	21	US President	Fulani, Lenora	new alliance	other	FALSE	5267	5050157	20171015
1992	Illinois	IL	17	33	21	US President	Gritz, James \\"Bo\"\""	populist	other	FALSE	3577	5050157	20171015
1992	Illinois	IL	17	33	21	US President	Hagelin, John	natural law	other	FALSE	2751	5050157	20171015
1992	Illinois	IL	17	33	21	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	1361	5050157	20171015
1992	Illinois	IL	17	33	21	US President			other	TRUE	22	5050157	20171015
1996	Illinois	IL	17	33	21	US President	Perot, Ross	reform party	other	FALSE	346408	4311391	20171015
1996	Illinois	IL	17	33	21	US President	Browne, Harry	libertarian	other	FALSE	22548	4311391	20171015
1996	Illinois	IL	17	33	21	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	7606	4311391	20171015
